GENE	HSQ	MODEL	MODELCV.R2	POP	VG
SEPT10	0.027213	blup	0.0025	aa	0.018102
ZC3H8	0.096287	enet	0.05	aa	0.020968
ZC3H6	0.037827	blup	0.012	aa	0.005062
POLR1B	0.297067	enet	0.24	aa	0.039244
CHCHD5	0.013988	enet	-4e-4	aa	0.004257
SLC20A1	0.085083	lasso	0.017	aa	0.035627
CKAP2L	0.247586	susie	0.2	aa	0.040805
IL1B	0.145066	susie	0.068	aa	0.083169
IL1RN	0.015579	susie	0.0035	aa	0.005781
PSD4	0.309627	enet	0.25	aa	0.047765
PAX8	0.077222	top1	0.04	aa	0.021488
ACTR3	0.034914	susie	0.012	aa	0.004543
DDX18	0.220951	enet	0.14	aa	0.025225
INSIG2	0.065422	top1	0.047	aa	0.01015
DBI	0.094084	top1	0.083	aa	0.022928
EPB41L5	0.039252	susie	0.026	aa	0.013366
RALB	0.130305	susie	0.074	aa	0.036726
CLASP1	0.225882	enet	0.29	aa	0.073463
GYPC	0.160758	enet	0.078	aa	0.057143
BIN1	0.118031	enet	0.062	aa	0.065959
ERCC3	0.108198	enet	0.089	aa	0.026182
MAP3K2	0.191729	enet	0.11	aa	0.045273
IWS1	0.132232	top1	0.077	aa	0.030947
SFT2D3	0.248966	susie	0.14	aa	0.108
UGGT1	0.192779	susie	0.15	aa	0.022388
CCDC115	0.160785	lasso	0.089	aa	0.068936
IMP4	0.146286	susie	0.079	aa	0.026573
PTPN18	0.148915	enet	0.05	aa	0.050778
PLEKHB2	0.099214	blup	0.02	aa	0.042262
POTEKP	0.199045	enet	0.2	aa	0.089225
MZT2A	0.351918	enet	0.31	aa	0.170096
CCNT2	0.045657	top1	0.03	aa	0.003292
ZRANB3	0.286088	susie	0.24	aa	0.074948
R3HDM1	0.091267	top1	0.095	aa	0.012668
UBXN4	0.004464	blup	-6.9e-4	aa	5.13e-4
LCT	0.060121	susie	0.027	aa	0.022291
MCM6	0.132114	blup	0.056	aa	0.01672
DARS	0.222962	susie	0.18	aa	0.029947
KYNU	0.089465	top1	0.048	aa	0.017601
ARHGAP15	0.1335	susie	0.013	aa	0.024237
ORC4	0.20086	enet	0.12	aa	0.016737
MBD5	0.143913	top1	0.12	aa	0.021585
MMADHC	0.218278	enet	0.18	aa	0.035807
RBM43	0.260326	enet	0.12	aa	0.159375
NMI	0.251211	enet	0.19	aa	0.060797
RIF1	0.254266	blup	0.22	aa	0.021439
NEB	0.44799	enet	0.39	aa	0.209023
CACNB4	0.231171	blup	0.1	aa	0.142451
STAM2	0.256475	enet	0.14	aa	0.053782
WDSUB1	0.297714	susie	0.14	aa	0.174137
BAZ2B	0.029859	lasso	0.024	aa	0.005187
GCA	0.050835	top1	0.025	aa	0.010848
TTC21B	0.187351	blup	0.021	aa	0.025513
PPIG	0.102117	blup	0.011	aa	0.008526
PHOSPHO2	0.001153	susie	0.0038	aa	6.15e-4
MYO3B	0.218047	susie	0.078	aa	0.086906
DCAF17	0.110285	susie	0.014	aa	0.023929
CYBRD1	0.074715	enet	0.013	aa	0.026636
METAP1D	0.02632	lasso	0.016	aa	0.010042
CDCA7	0.077675	top1	0.063	aa	0.014625
OLA1	0.467306	lasso	0.39	aa	0.262173
CIR1	0.114912	enet	0.021	aa	0.017233
SCRN3	0.215218	susie	0.092	aa	0.050217
MTX2	0.08898	blup	0.018	aa	0.011024
TTC30A	0.173013	susie	0.098	aa	0.143793
PRKRA	0.330006	enet	0.34	aa	0.12139
FKBP7	0.060571	susie	0.021	aa	0.024838
CCDC141	0.107991	blup	0.026	aa	0.065702
SESTD1	0.334725	enet	0.32	aa	0.133839
ITGA4	0.061312	blup	0.0083	aa	0.015456
CERKL	0.082267	top1	0.03	aa	0.034834
SSFA2	0.067097	top1	0.035	aa	0.019855
DNAJC10	0.078399	blup	0.0098	aa	0.014119
NCKAP1	0.080005	enet	0.031	aa	0.033632
DUSP19	0.016066	enet	0.065	aa	0.00918
NUP35	0.239816	enet	0.14	aa	0.027892
ZNF804A	0.076143	enet	0.0084	aa	0.054692
ITGAV	0.060781	top1	0.031	aa	0.016315
CALCRL	0.043117	top1	0.0032	aa	0.026935
COL5A2	0.011408	top1	0.043	aa	0.001454
ASNSD1	0.233545	blup	0.07	aa	0.030643
ORMDL1	0.181771	top1	0.11	aa	0.035921
C2orf88	0.125664	top1	0.086	aa	0.04113
HIBCH	0.251153	enet	0.16	aa	0.066991
INPP1	0.126663	susie	0.069	aa	0.05271
MFSD6	0.392833	enet	0.37	aa	0.12086
NAB1	0.037649	blup	0.0082	aa	0.007082
STAT4	0.178338	lasso	0.12	aa	0.071833
MYO1B	0.036876	enet	0.011	aa	0.017827
STK17B	0.19086	susie	0.14	aa	0.053689
ANKRD44	0.130956	top1	0.097	aa	0.023132
SF3B1	0.063111	top1	0.052	aa	0.004536
COQ10B	0.101066	blup	0.025	aa	0.022823
SPATS2L	0.079711	enet	0.038	aa	0.027616
SGOL2	0.110508	top1	0.057	aa	0.008905
CLK1	0.034328	top1	-0.0017	aa	0.008983
PPIL3	0.782947	enet	0.74	aa	0.259881
NIF3L1	0.049298	enet	0.011	aa	0.007198
CASP8	0.088609	enet	0.031	aa	0.026745
ALS2CR12	0.087904	enet	0.06	aa	0.047092
ALS2	0.687699	susie	0.53	aa	0.406511
NOP58	0.104804	susie	0.11	aa	0.006271
FAM117B	0.047447	enet	0.023	aa	0.017681
ICA1L	0.042223	top1	0.0047	aa	0.026488
WDR12	0.013495	lasso	5.8e-4	aa	0.001116
CYP20A1	0.027403	top1	0.032	aa	0.004868
NDUFS1	0.259856	blup	0.19	aa	0.033355
MDH1B	0.292628	enet	0.25	aa	0.197878
FASTKD2	0.127586	blup	0.024	aa	0.009353
CCNYL1	0.228743	susie	0.14	aa	0.111293
PIKFYVE	0.063844	enet	0.021	aa	0.015364
MYL1	0.021612	top1	0.0095	aa	0.013939
ERBB4	0.04946	enet	0.014	aa	0.011637
BARD1	0.237639	enet	0.13	aa	0.036777
ABCA12	0.180387	enet	0.11	aa	0.088809
ATIC	0.06534	top1	0.04	aa	0.013329
SMARCAL1	0.143305	susie	0.042	aa	0.058914
ARPC2	0.162192	enet	0.092	aa	0.040486
TMBIM1	0.25485	lasso	0.2	aa	0.081007
RQCD1	0.145388	enet	0.11	aa	0.023186
STK36	0.144837	lasso	0.13	aa	0.034513
TTLL4	0.236896	enet	0.12	aa	0.042377
PRKAG3	0.106395	blup	0.016	aa	0.016503
FAM134A	0.13697	blup	0.01	aa	0.030573
CHPF	0.080546	susie	0.067	aa	0.022236
EPHA4	0.079194	enet	0.081	aa	0.037112
SGPP2	0.139267	lasso	0.072	aa	0.04613
FARSB	0.293611	susie	0.2	aa	0.034152
AP1S3	0.089071	enet	0.027	aa	0.031064
MRPL44	0.035779	top1	-0.0017	aa	0.01114
CUL3	0.020612	top1	0.0023	aa	0.003174
DOCK10	0.158567	blup	0.071	aa	0.034837
IRS1	0.134668	lasso	0.058	aa	0.052733
MFF	0.178871	enet	0.12	aa	0.048579
AGFG1	0.158554	lasso	0.074	aa	0.050094
PID1	0.077665	blup	0.012	aa	0.029301
SLC16A14	0.14137	enet	0.084	aa	0.070197
SP110	0.235903	enet	0.17	aa	0.091007
SP140	0.385741	enet	0.3	aa	0.142652
SP140L	0.204792	susie	0.13	aa	0.068204
SP100	0.178963	enet	0.075	aa	0.028386
CAB39	0.083918	enet	0.02	aa	0.019927
ITM2C	0.079311	top1	-0.0019	aa	0.029101
PDE6D	0.381486	lasso	0.33	aa	0.17571
DIS3L2	0.086266	susie	0.07	aa	0.02268
ATG16L1	0.083221	blup	0.029	aa	0.020691
DGKD	0.181187	enet	0.12	aa	0.050826
HJURP	0.017743	enet	0.0014	aa	0.001838
ARL4C	0.214562	enet	0.082	aa	0.130624
RBM44	0.217035	lasso	0.13	aa	0.127061
TRAF3IP1	0.206535	susie	0.15	aa	0.055029
NDUFA10	0.218803	susie	0.14	aa	0.091472
MTERFD2	0.26806	blup	0.092	aa	0.109792
PASK	0.279618	susie	0.2	aa	0.093536
PPP1R7	0.137707	blup	0.029	aa	0.029124
HDLBP	0.12352	susie	0.07	aa	0.022505
SEPT2	0.111266	lasso	0.051	aa	0.020397
FARP2	0.285602	susie	0.23	aa	0.152081
D2HGDH	0.117606	blup	0.022	aa	0.015309
TRNT1	0.174582	enet	0.13	aa	0.027794
SUMF1	0.434132	enet	0.32	aa	0.225109
SETMAR	0.100943	blup	0.015	aa	0.026428
OXTR	0.062326	top1	9.7e-4	aa	0.017392
RAD18	0.204923	enet	0.079	aa	0.020169
THUMPD3	0.204092	top1	0.18	aa	0.040715
TADA3	0.063553	top1	0.013	aa	0.01555
JAGN1	0.073926	lasso	0.0051	aa	0.015656
CIDECP	0.13705	top1	0.11	aa	0.076871
FANCD2	0.092471	susie	0.042	aa	0.010097
IRAK2	0.039345	top1	0.06	aa	0.012891
TATDN2	0.041489	enet	0.0032	aa	0.013198
ATG7	0.480243	enet	0.39	aa	0.139939
PPARG	0.078523	top1	0.048	aa	0.037761
TSEN2	0.62067	enet	0.5	aa	0.250311
MKRN2	0.256075	susie	0.19	aa	0.099744
IQSEC1	0.042253	enet	0.026	aa	0.008319
TMEM43	0.164206	susie	0.11	aa	0.05421
XPC	0.260277	enet	0.19	aa	0.076577
C3orf20	0.34471	enet	0.29	aa	0.179971
MRPS25	0.313094	blup	0.18	aa	0.051172
CAPN7	0.301248	enet	0.16	aa	0.05643
METTL6	0.059936	blup	0.023	aa	0.018977
COLQ	0.258672	blup	0.12	aa	0.082618
HACL1	0.317295	susie	0.22	aa	0.04999
BTD	0.301043	enet	0.2	aa	0.152659
ANKRD28	0.247348	blup	0.11	aa	0.057116
DPH3	0.152843	enet	0.13	aa	0.036807
OXNAD1	0.139309	susie	0.096	aa	0.032327
RFTN1	0.170839	top1	0.097	aa	0.043644
TBC1D5	0.198633	enet	0.18	aa	0.052747
EFHB	0.157377	top1	0.12	aa	0.090948
RAB5A	0.163189	enet	0.11	aa	0.027191
KAT2B	0.08413	lasso	0.039	aa	0.03261
NKIRAS1	0.126969	susie	0.049	aa	0.071422
RPL15	0.018486	blup	2.9e-4	aa	0.006887
NR1D2	0.117475	enet	0.038	aa	0.027311
TOP2B	0.475212	enet	0.52	aa	0.111398
OXSM	0.207601	blup	0.056	aa	0.065745
SLC4A7	0.076487	top1	0.021	aa	0.010055
STT3B	0.082527	susie	0.012	aa	0.028573
GPD1L	0.163003	susie	0.082	aa	0.055214
DYNC1LI1	0.123635	blup	0.036	aa	0.02996
GLB1	0.15046	blup	0.037	aa	0.064633
PDCD6IP	0.238499	susie	0.14	aa	0.040355
EPM2AIP1	0.036705	susie	4.5e-4	aa	0.006966
MLH1	0.509132	enet	0.34	aa	0.075228
LRRFIP2	0.076653	top1	0.059	aa	0.02226
GOLGA4	0.129784	top1	0.069	aa	0.012611
C3orf35	0.208018	enet	0.1	aa	0.050948
ACAA1	0.129079	top1	0.085	aa	0.031947
XYLB	0.120282	enet	0.097	aa	0.038457
EXOG	0.180955	susie	0.057	aa	0.034143
SCN11A	0.079865	enet	0.035	aa	0.035685
CSRNP1	0.072899	top1	0.077	aa	0.015102
ZNF619	0.149002	blup	0.046	aa	0.062221
ZNF620	0.071427	top1	0.047	aa	0.0358
ULK4	0.575561	enet	0.69	aa	0.18631
TRAK1	0.259271	enet	0.17	aa	0.096201
SEC22C	0.371092	lasso	0.37	aa	0.127104
SS18L2	0.078303	susie	0.026	aa	0.020265
NKTR	0.178389	susie	0.15	aa	0.017687
ZNF197	0.13769700000000001	susie	0.056	aa	0.067223
ZNF502	0.026235	top1	0.0088	aa	0.018722
EXOSC7	0.281603	susie	0.15	aa	0.099725
CDCP1	0.148403	enet	0.078	aa	0.063913
FYCO1	0.407074	lasso	0.38	aa	0.184521
CCR1	0.074145	blup	0.012	aa	0.034553
PRSS50	0.019723	top1	0.044	aa	0.002802
NBEAL2	0.082597	susie	0.097	aa	0.0135
KLHL18	0.080483	top1	0.078	aa	0.018758
PTPN23	0.045638	top1	0.032	aa	0.004728
SCAP	0.168944	blup	0.11	aa	0.023357
SMARCC1	0.111477	susie	0.088	aa	0.017571
MAP4	0.187144	blup	0.11	aa	0.028
ZNF589	0.194706	susie	0.083	aa	0.088364
NME6	0.265405	susie	0.28	aa	0.082279
SHISA5	0.247506	blup	0.13	aa	0.044522
ATRIP	0.007814	top1	0.0026	aa	0.001458
SLC26A6	0.09591	enet	0.087	aa	0.018511
IP6K2	0.336782	susie	0.11	aa	0.200785
P4HTM	0.050109	top1	0.058	aa	0.009912
WDR6	0.159892	top1	0.29	aa	0.020914
DALRD3	0.022703	lasso	0.016	aa	0.006479
QRICH1	0.072768	susie	0.021	aa	0.008085
C3orf62	0.030895	lasso	0.011	aa	0.014723
USP4	0.043751	blup	0.022	aa	0.018059
TCTA	0.010813	lasso	-0.0017	aa	0.002943
AMT	0.073578	top1	0.089	aa	0.009596
APEH	0.459215	lasso	0.24	aa	0.126143
RNF123	0.105502	blup	0.09	aa	0.012678
UBA7	0.095723	enet	0.048	aa	0.031523
HEMK1	0.256588	enet	0.075	aa	0.065499
MAPKAPK3	0.165068	lasso	0.068	aa	0.070871
TEX264	0.045936	blup	0.028	aa	0.008146
RRP9	0.087092	blup	0.044	aa	0.018435
DNAH1	0.144226	lasso	0.041	aa	0.03662
NISCH	0.071166	top1	0.016	aa	0.00966
NT5DC2	0.555528	top1	0.44	aa	0.248114
PBRM1	0.203191	susie	0.21	aa	0.0333
GNL3	0.142396	lasso	0.1	aa	0.013515
GLT8D1	0.204728	enet	0.17	aa	0.043372
SPCS1	0.030747	susie	0.003	aa	0.00704
NEK4	0.656722	blup	0.43	aa	0.318626
SFMBT1	0.196519	blup	0.11	aa	0.084716
TKT	0.281697	enet	0.15	aa	0.037494
CHDH	0.122015	enet	0.051	aa	0.044641
IL17RB	0.111094	enet	0.04	aa	0.041994
ACTR8	0.494509	enet	0.48	aa	0.157641
APPL1	0.110017	top1	0.054	aa	0.026972
DNASE1L3	0.320603	lasso	0.21	aa	0.109682
ABHD6	0.093376	top1	0.045	aa	0.024196
RPP14	0.12397	susie	0.056	aa	0.041983
PXK	0.129363	enet	0.046	aa	0.042464
PDHB	0.268522	susie	0.15	aa	0.047706
FHIT	0.139423	lasso	0.041	aa	0.081169
C3orf14	0.100907	enet	0.0014	aa	0.083321
FEZF2	0.014119	blup	0.0026	aa	0.003461
SUCLG2	0.231054	enet	0.17	aa	0.091316
TMF1	0.060025	enet	0.015	aa	0.006542
EIF4E3	0.061841	lasso	5.6e-4	aa	0.025277
GBE1	0.114866	enet	0.051	aa	0.034368
CHMP2B	0.267151	enet	0.17	aa	0.056214
CGGBP1	0.261002	blup	0.15	aa	0.084402
ZNF654	0.113595	susie	0.11	aa	0.022943
DHFRL1	0.281595	enet	0.11	aa	0.204468
MINA	0.234055	enet	0.096	aa	0.084867
OR5K1	0.080453	lasso	0.028	aa	0.048792
CPOX	0.072348	enet	0.024	aa	0.023207
DCBLD2	0.111176	blup	0.031	aa	0.077467
NIT2	0.072913	lasso	0.017	aa	0.014859
TOMM70A	0.07222	susie	0.044	aa	0.0088940000000000009
TMEM45A	0.118919	enet	0.039	aa	0.046699
TFG	0.181084	susie	0.094	aa	0.031225
SENP7	0.438871	susie	0.3	aa	0.070408
PCNP	0.047395	top1	0.033	aa	0.013775
CEP97	0.12266	blup	0.064	aa	0.027086
NFKBIZ	0.149426	blup	0.027	aa	0.029183
ZPLD1	0.105641	blup	0.022	aa	0.033941
ALCAM	0.12493	enet	0.048	aa	0.020354
CD47	0.470532	top1	0.36	aa	0.224478
IFT57	0.244459	enet	0.2	aa	0.097937
HHLA2	0.258098	susie	0.18	aa	0.100683
KIAA1524	0.117248	enet	0.047	aa	0.007804
DZIP3	0.227845	susie	0.15	aa	0.056207
TRAT1	0.127207	blup	0.037	aa	0.084854
ZBED2	0.075542	susie	0.011	aa	0.037547
ABHD10	0.322743	top1	0.3	aa	0.068586
CD200	0.120444	blup	0.034	aa	0.048261
BTLA	0.090556	top1	0.033	aa	0.03285
SLC35A5	0.141258	blup	0.076	aa	0.023581
GTPBP8	0.251349	enet	0.083	aa	0.083405000000000007
SPICE1	0.173763	enet	0.082	aa	0.045664
ATP6V1A	0.183126	blup	0.1	aa	0.048865
GRAMD1C	0.161153	enet	0.069	aa	0.085355
POGLUT1	0.176402	enet	0.14	aa	0.043961
CD80	0.238204	lasso	0.13	aa	0.027079
ADPRH	0.167968	lasso	0.09	aa	0.041107
POPDC2	0.225956	enet	0.12	aa	0.085458
GSK3B	0.144873	susie	0.079	aa	0.040988
GPR156	0.111329	blup	0.042	aa	0.032733
HCLS1	0.17760600000000001	blup	0.054	aa	0.052063
GOLGB1	0.106376	enet	0.1	aa	0.011788
EAF2	0.386751	susie	0.46	aa	0.101749
IQCB1	0.462916	enet	0.53	aa	0.115605
SLC15A2	0.394448	susie	0.43	aa	0.093422
CD86	0.040017	blup	0.0049	aa	0.008479
WDR5B	0.102674	top1	0.048	aa	0.040919
PARP9	0.238527	lasso	0.13	aa	0.081958
DTX3L	0.197824	top1	0.14	aa	0.076485
PARP15	0.408967	top1	0.25	aa	0.173821
PARP14	0.323841	susie	0.28	aa	0.085929
HSPBAP1	0.274695	top1	0.21	aa	0.103506
DIRC2	0.09319	susie	0.0032	aa	0.044261
SEC22A	0.08906	susie	0.05	aa	0.018676
PTPLB	0.105689	blup	0.011	aa	0.03149
ZNF148	0.005463	top1	0.0089	aa	5.65e-4
OSBPL11	0.08717	blup	0.035	aa	0.014231
SLC41A3	0.280902	enet	0.17	aa	0.083182
CHCHD6	0.141155	enet	0.032	aa	0.03416
PLXNA1	0.168267	susie	0.084	aa	0.045255
MGLL	0.404843	susie	0.29	aa	0.175438
SEC61A1	0.094584	susie	0.017	aa	0.007203
RPN1	0.124898	susie	0.07	aa	0.019983
ACAD9	0.599963	enet	0.31	aa	0.150122
RPL32P3	0.157975	enet	0.075	aa	0.059117
PIK3R4	0.115552	lasso	0.039	aa	0.018136
ASTE1	0.188665	susie	0.097	aa	0.059225
DNAJC13	0.100068	top1	0.065	aa	0.016276
UBA5	0.259608	susie	0.086	aa	0.064078
TOPBP1	0.085511	enet	0.027	aa	0.004977
ANAPC13	0.434915	top1	0.52	aa	0.171254
CEP63	0.25975	enet	0.26	aa	0.043045
KY	0.032127	enet	0.0041	aa	0.006461
EPHB1	0.090288	susie	0.011	aa	0.047474
PCCB	0.225814	susie	0.15	aa	0.082115
DBR1	0.111997	top1	0.11	aa	0.028942
CEP70	0.100702	enet	0.024	aa	0.032732
FAIM	0.068192	enet	0.021	aa	0.029116
PIK3CB	0.045931	top1	0.039	aa	0.011724
MRPS22	0.04447	top1	0.06	aa	0.007332
NMNAT3	0.429055	blup	0.26	aa	0.259323
RNF7	0.099369	top1	0.082	aa	0.030529
TFDP2	0.08036	enet	0.064	aa	0.028381
PLSCR1	0.070515	blup	0.0089	aa	0.01599
GYG1	0.08444	enet	0.051	aa	0.0288
HPS3	0.403653	susie	0.17	aa	0.145572
COMMD2	0.121445	susie	0.046	aa	0.032551
PFN2	0.06288	top1	0.0018	aa	0.017575
SERP1	0.202206	susie	0.084	aa	0.055898
EIF2A	0.133291	enet	0.062	aa	0.013516
SELT	0.259304	susie	0.13	aa	0.056926
TMEM14E	0.081828	enet	0.035	aa	0.030149
SLC33A1	0.087937	top1	0.014	aa	0.015747
GMPS	0.1158	top1	0.094	aa	0.011724
SSR3	0.058237	enet	0.047	aa	0.013401
LEKR1	0.358524	susie	0.35	aa	0.161551
RSRC1	0.157218	top1	0.15	aa	0.051503
GFM1	0.145462	top1	0.14	aa	0.015608
LXN	0.22018	lasso	0.13	aa	0.055726
MFSD1	0.385635	enet	0.17	aa	0.116029
SMC4	0.084987	susie	0.065	aa	0.005899
B3GALNT1	0.119413	blup	0.04	aa	0.061075
NMD3	0.073003	susie	0.027	aa	0.006299
GOLIM4	0.004619	blup	0.0018	aa	0.002256
LRRC34	0.188102	susie	0.12	aa	0.118844
TNIK	0.060106	susie	0.042	aa	0.029077
FNDC3B	0.123071	susie	0.088	aa	0.027529
TNFSF10	0.210651	blup	0.048	aa	0.075349
ECT2	0.1381	susie	0.067	aa	0.008839
ZMAT3	0.121248	top1	0.053	aa	0.023841
GNB4	0.077993	top1	0.02	aa	0.030366
MRPL47	0.316812	susie	0.24	aa	0.02924
USP13	0.037586	blup	0.0039	aa	0.009675
LAMP3	0.136958	lasso	0.12	aa	0.046276
PARL	0.142368	lasso	0.071	aa	0.040074
VPS8	0.078028	lasso	0.032	aa	0.00867
MAP3K13	0.254134	susie	0.23	aa	0.137704
TMEM41A	0.140439	blup	0.059	aa	0.062615
LIPH	0.051994	lasso	0.015	aa	0.021278
CRYGS	0.096793	blup	0.02	aa	0.027594
TBCCD1	0.23144	top1	0.12	aa	0.063793
RFC4	0.161498	lasso	0.14	aa	0.01549
ST6GAL1	0.147869	susie	0.075	aa	0.042266
CLDN1	0.019117	blup	0.0026	aa	0.008552
CLDN16	0.17027	susie	0.1	aa	0.072897
LSG1	0.204155	enet	0.11	aa	0.036261
FAM43A	0.09721	enet	0.067	aa	0.06414
ACAP2	0.16158	blup	0.036	aa	0.028313
PPP1R2	0.048629	enet	0.054	aa	0.013934
MUC20	0.059152	top1	0.015	aa	0.048146
PCYT1A	0.284557	enet	0.23	aa	0.089781
RNF168	0.257069	susie	0.17	aa	0.109612
WDR53	0.222358	lasso	0.17	aa	0.120134
PIGX	0.239584	enet	0.13	aa	0.084013
SENP5	0.396687	susie	0.22	aa	0.103398
BDH1	0.127802	enet	0.082	aa	0.040605
LRCH3	0.107967	lasso	0.033	aa	0.026831
ZNF718	0.454562	enet	0.41	aa	0.348402
ZNF141	0.095407	enet	0.051	aa	0.015614
PIGG	0.054277	susie	0.015	aa	0.009066
PCGF3	0.510625	enet	0.32	aa	0.330802
GAK	0.00499	lasso	0.0054	aa	9.85e-4
TMEM175	0.00175	lasso	5.6e-4	aa	2.7e-4
DGKQ	0.115483	top1	0.052	aa	0.012049
IDUA	0.043214	blup	0.009	aa	0.002782
FGFRL1	0.194277	lasso	0.11	aa	0.028753
RNF212	0.169486	blup	0.066	aa	0.116244
MAEA	0.074626	blup	0.0059	aa	0.017744
CRIPAK	0.48295	susie	0.3	aa	0.251282
FAM53A	0.186193	enet	0.11	aa	0.040119
TMEM129	0.003193	enet	0.0046	aa	6.87e-4
TACC3	0.014533	top1	0.044	aa	0.001315
ZFYVE28	0.086639	top1	0.038	aa	0.016661
RNF4	0.170907	enet	0.067	aa	0.065784
FAM193A	0.113494	susie	0.0065	aa	0.016899
SH3BP2	0.042063	enet	0.004	aa	0.008341
ADD1	0.059156	blup	0.015	aa	0.013101
GRK4	0.331105	enet	0.24	aa	0.137111
TMEM128	0.351585	enet	0.27	aa	0.191668
ZBTB49	0.374246	enet	0.25	aa	0.263138
MAN2B2	0.5309	enet	0.44	aa	0.152327
TBC1D14	0.193141	susie	0.074	aa	0.049774
GRPEL1	0.256324	enet	0.17	aa	0.040828
SH3TC1	0.287648	enet	0.27	aa	0.073506
ACOX3	0.204136	lasso	0.093	aa	0.067991
SLC2A9	0.132379	enet	0.053	aa	0.037394
WDR1	0.017822	top1	0.0028	aa	0.002806
CLNK	0.224609	enet	0.14	aa	0.139509
FBXL5	0.133543	enet	0.08	aa	0.028161
CD38	0.017117	lasso	0.016	aa	0.00321
QDPR	0.551116	enet	0.32	aa	0.329098
LAP3	0.250533	enet	0.15	aa	0.06256
DCAF16	0.298282	enet	0.28	aa	0.057147
PACRGL	0.137131	susie	0.059	aa	0.025798
SEPSECS	0.192915	lasso	0.16	aa	0.040087
PI4K2B	0.449472	enet	0.31	aa	0.119762
ZCCHC4	0.488746	susie	0.42	aa	0.103728
SEL1L3	0.111611	susie	0.11	aa	0.040461
RBPJ	0.217749	enet	0.045	aa	0.030691
TBC1D19	0.070081	blup	0.002	aa	0.020341
STIM2	0.491457	enet	0.33	aa	0.296213
RELL1	0.16559	enet	0.062	aa	0.083112
PGM2	0.211604	top1	0.12	aa	0.045436
TLR10	0.322046	lasso	0.27	aa	0.081254
TLR1	0.207364	top1	0.16	aa	0.051781
FAM114A1	0.177874	susie	0.071	aa	0.071965
TMEM156	0.478996	top1	0.44	aa	0.21093
KLHL5	0.167983	enet	0.091	aa	0.059842
RPL9	0.335854	susie	0.2	aa	0.092681
N4BP2	0.292855	lasso	0.24	aa	0.085905
RHOH	0.057956	blup	0.0067	aa	0.019388
RBM47	0.091988	top1	0.0029	aa	0.026288
APBB2	0.106187	susie	0.11	aa	0.057072
TMEM33	0.530316	susie	0.45	aa	0.122872
SLC30A9	0.112433	top1	0.16	aa	0.011823
GUF1	0.720804	susie	0.61	aa	0.22589
COMMD8	0.213875	susie	0.094	aa	0.040856
ATP10D	0.079761	blup	0.027	aa	0.02311
TXK	0.584175	enet	0.33	aa	0.356476
TEC	0.121687	enet	0.059	aa	0.02634
SLAIN2	0.01686	top1	0.025	aa	0.002969
DCUN1D4	0.018927	lasso	-1.4e-4	aa	0.004722
SPATA18	0.048535	blup	0.0068	aa	0.030465
SCFD2	0.176775	susie	0.14	aa	0.03646
CLOCK	0.190028	enet	0.1	aa	0.037668
EXOC1	0.18753	enet	0.047	aa	0.028347
AASDH	0.228443	susie	0.18	aa	0.03761
PPAT	0.290882	enet	0.14	aa	0.04495
SRP72	0.288638	enet	0.23	aa	0.032619
REST	0.148346	blup	0.05	aa	0.041953
POLR2B	0.240916	susie	0.2	aa	0.023452
GNRHR	0.007509	top1	0.04	aa	0.004458
TMPRSS11D	0.182717	blup	0.082	aa	0.063877
UGT2B17	0.387616	enet	0.13	aa	0.422687
UGT2B15	0.25084	enet	0.091	aa	0.251971
RUFY3	0.089946	blup	0.014	aa	0.033638
GRSF1	0.20586	enet	0.055	aa	0.078345
DCK	0.090209	enet	0.013	aa	0.023008
COX18	0.093929	susie	0.066	aa	0.02656
AFM	0.022499	lasso	0.017	aa	0.008573
MTHFD2L	0.107814	top1	0.049	aa	0.030194
PARM1	0.12870500000000001	enet	0.036	aa	0.066837
RCHY1	0.175715	top1	0.067	aa	0.047334
THAP6	0.072459	enet	0.039	aa	0.020179
G3BP2	0.068656	enet	0.0061	aa	0.009302
NAAA	0.378072	enet	0.32	aa	0.220574
CXCL9	0.069316	blup	0.0081	aa	0.044004
CXCL10	0.12838	enet	0.088	aa	0.080481
NUP54	0.183403	susie	0.16	aa	0.014938
SCARB2	0.070112	blup	0.014	aa	0.026523
SHROOM3	0.091214	blup	0.013	aa	0.049801
CCNI	0.166674	blup	0.063	aa	0.026857
MRPL1	0.170963	enet	0.12	aa	0.031641
ANXA3	0.038095	top1	0.05	aa	0.019105
PAQR3	0.046069	top1	0.0028	aa	0.012941
SCD5	0.256847	lasso	0.22	aa	0.211384
SEC31A	0.050779	blup	0.012	aa	0.007462
LIN54	0.174075	enet	0.12	aa	0.025442
COPS4	0.123591	susie	0.057	aa	0.015726
PLAC8	0.270635	lasso	0.21	aa	0.06166
COQ2	0.29961	lasso	0.25	aa	0.063983
HPSE	0.139494	lasso	0.12	aa	0.042658
HELQ	0.386714	susie	0.28	aa	0.064551
FAM175A	0.22664	enet	0.16	aa	0.130968
AGPAT9	0.031379	lasso	0.0052	aa	0.015597
ARHGAP24	0.234588	blup	0.058	aa	0.134687
C4orf36	0.002293	blup	-2.7e-5	aa	0.001161
AFF1	0.106514	susie	0.0058	aa	0.015097
HSD17B13	0.045841	top1	0.0026	aa	0.033890000000000003
NUDT9	0.10553	susie	0.064	aa	0.030066
ABCG2	0.102797	susie	0.0042	aa	0.039001
HERC6	0.200652	top1	0.11	aa	0.080734
HERC5	0.049269	top1	-6e-4	aa	0.015631
